"LATITUDE","total_hotspot","avg_brightness","avg_frp","max_frp"
-1.73355,1,329.24,2.07,2.07
-1.73211,1,338.51,4.63,4.63
-1.73126,1,327,2.71,2.71
-1.73024,1,329.18,3.95,3.95
-1.72811,1,367,6.26,6.26
-1.72731,1,330.79,1.19,1.19
-1.72695,1,337.47,5.64,5.64
-1.72634,1,335.84,6.57,6.57
-1.72536,1,305.72,1.5,1.5
-1.72509,1,335.24,3.74,3.74
-1.72466,1,332.51,5.24,5.24
-1.72377,1,337.12,7.1,7.1
-1.72226,1,303,1.15,1.15
-1.72086,1,332.2,7.1,7.1
-1.72027,1,330.89,2.37,2.37
-1.71848,1,305.12,0.64,0.64
-1.71712,1,335.64,9.82,9.82
-1.71685,1,343.98,23.86,23.86
-1.71568,1,342.22,3.95,3.95
-1.7153,1,343.58,5.88,5.88
-1.71516,1,333.61,5.82,5.82
-1.71452,1,341.12,5.32,5.32
-1.703,1,331.53,5.26,5.26
-1.70235,1,297.01,0.82,0.82
-1.69897,1,332.27,3.86,3.86
-1.69701,1,315.06,1.83,1.83
-1.69619,1,353.76,23.86,23.86
-1.69442,1,333.83,2.47,2.47
-1.69338,1,306.99,0.78,0.78
-1.6898,1,340.16,4.82,4.82
-1.68884,1,344.45,12.76,12.76
-1.686,1,330.87,1.73,1.73
-1.68546,1,334.62,5.13,5.13
-1.68463,1,340.22,3.25,3.25
-1.68364,1,329.69,2.62,2.62
-1.67619,1,336.24,3,3
-1.6761,1,339.59,5.25,5.25
-1.67605,1,344.78,8.29,8.29
-1.67587,1,341.95,4.46,4.46
-1.67215,1,367,34.24,34.24
-1.67113,1,333.11,4.96,4.96
-1.66813,1,341.05,4.27,4.27
-1.66641,1,329.77,8.29,8.29
-1.66481,1,328.38,5.08,5.08
-1.66364,1,351.85,43.97,43.97
-1.66114,1,332.54,4.61,4.61
-1.65986,1,303.1,0.94,0.94
-1.65759,1,310.67,1.11,1.11
-1.65495,1,301.98,2.82,2.82
-1.64334,1,367,20.15,20.15
-1.64245,1,330.9,15.76,15.76
-1.64239,1,355.8,10.9,10.9
-1.64231,1,330.04,5.79,5.79
-1.64138,1,343.29,10.9,10.9
-1.63281,1,313.58,3.16,3.16
-1.62841,1,348.47,12.36,12.36
-1.62172,1,347.48,6.68,6.68
-1.62027,1,340.29,12.23,12.23
-1.61449,1,350.75,19.04,19.04
-1.61386,1,367,15.44,15.44
-1.6128,1,367,75.31,75.31
-1.61076,1,335.17,12.23,12.23
-1.60924,1,304.44,4.9,4.9
-1.60539,1,333.14,4.72,4.72
-1.59308,1,328.88,3.34,3.34
-1.59237,1,332.95,4.07,4.07
-1.59176,1,308.18,2.13,2.13
-1.57745,1,331.95,1.08,1.08
-1.57727,1,332.26,3.87,3.87
-1.57715,1,325.81,2.48,2.48
-1.57637,1,334.57,4.87,4.87
-1.57619,1,336.9,9.99,9.99
-1.57611,1,339.57,5.66,5.66
-1.5757,1,332.38,5.04,5.04
-1.57551,1,354.89,9.12,9.12
-1.5755,1,314.21,1.8,1.8
-1.57549,1,340.5,7.23,7.23
-1.57545,1,331.25,2.73,2.73
-1.57542,1,302.68,1.3,1.3
-1.57529,1,332.03,2.3,2.3
-1.57527,1,329.82,4.53,4.53
-1.57503,1,336.43,5.21,5.21
-1.57467,1,348.42,27.38,27.38
-1.5745,1,305.87,1.66,1.66
-1.57443,1,332.71,3.52,3.52
-1.57432,1,343.01,11.47,11.47
-1.57407,1,341.5,4.41,4.41
-1.57404,1,305.47,1.42,1.42
-1.57384,1,345.13,8.52,8.52
-1.57379,1,331.3,2.41,2.41
-1.57371,1,332.48,2.15,2.15
-1.5735,1,325.25,2.58,2.58
-1.57342,1,314.35,1.35,1.35
-1.57337,1,326.55,1.92,1.92
-1.57332,1,304.18,1.33,1.33
-1.57323,1,307.02,0.87,0.87
-1.57322,1,338.1,3.1,3.1
-1.57321,1,301.78,0.98,0.98
-1.57316,1,346.03,9.64,9.64
-1.57304,1,307.29,1.04,1.04
-1.57303,1,342.4,22.16,22.16
-1.57299,1,329.83,3.66,3.66
-1.57287,1,298.35,0.75,0.75
-1.57286,1,329.21,1.58,1.58
-1.5728,1,317.67,1.28,1.28
-1.57271,1,339.9,7.34,7.34
-1.5727,1,345.17,5.35,5.35
-1.57268,1,302.52,0.62,0.62
-1.5726,1,337.19,4.01,4.01
-1.57253,1,353.37,6.31,6.31
-1.57245,1,329.62,4.95,4.95
-1.57244,1,323.68,1.67,1.67
-1.57233,1,308.51,4.9,4.9
-1.57224,1,333.72,2.63,2.63
-1.57222,1,341.63,6.09,6.09
-1.57215,1,331.67,6.52,6.52
-1.57213,1,335.35,3.25,3.25
-1.57212,1,330.03,0.5,0.5
-1.57208,1,339.89,2.96,2.96
-1.57204,1,328.53,6.69,6.69
-1.57203,1,339.95,22.37,22.37
-1.57197,1,328.22,2.67,2.67
-1.57196,1,327.76,2.73,2.73
-1.57178,1,335.31,6.6,6.6
-1.57171,1,331.85,5.67,5.67
-1.57166,1,336.7,5.78,5.78
-1.57149,1,347.22,6.59,6.59
-1.57146,1,329.09,2.39,2.39
-1.57144,1,331.42,3.32,3.32
-1.57127,1,344.5,6.13,6.13
-1.57109,1,331.16,4.21,4.21
-1.57103,1,332.96,2.78,2.78
-1.57102,1,342.96,17.78,17.78
-1.57087,1,342.8,3.14,3.14
-1.57085,1,339.72,9.99,9.99
-1.57071,1,335.26,2.66,2.66
-1.57054,1,295.85,0.77,0.77
-1.5705,1,298.52,0.86,0.86
-1.57049,1,339.7,8.68,8.68
-1.57038,1,300.68,0.73,0.73
-1.57034,1,339.62,6.15,6.15
-1.57031,1,332.95,3.36,3.36
-1.57029,1,331.57,4.36,4.36
-1.57007,1,335.18,1.84,1.84
-1.57006,1,310.24,2.04,2.04
-1.57005,1,367,26.59,26.59
-1.56981,1,335.24,56.33,56.33
-1.56977,1,334.34,2.09,2.09
-1.56966,1,330.74,4.34,4.34
-1.56959,1,307.61,0.87,0.87
-1.56925,1,331.76,2.87,2.87
-1.56878,1,306.29,1.42,1.42
-1.56857,1,318.42,1.83,1.83
-1.56849,1,343.75,7.04,7.04
-1.56839,1,342.16,7.76,7.76
-1.56668,1,306.78,3.07,3.07
-1.56441,1,352.74,19.84,19.84
-1.56425,1,332.56,2.27,2.27
-1.56423,1,305.37,0.54,0.54
-1.56347,1,333.3,3.69,3.69
-1.54984,1,330.37,3.83,3.83
-1.54981,1,331.12,3.27,3.27
-1.53712,1,301.81,9.7,9.7
-1.5016,1,332.37,8.38,8.38
-1.50093,1,337.06,3.67,3.67
-1.50056,1,339.96,10.23,10.23
-1.50031,1,322.6,2.36,2.36
-1.50012,1,331.29,2.66,2.66
